loglik,beta0,alpha_i0_1,alpha_i0_2,acceptance_beta0,acceptance_alpha_i0_1,acceptance_alpha_i0_2
-587.939,1.14587,4.14161e-05,0.000230887,0.205052,0.219825,0.22331
-588.649,1.1458,4.13885e-05,0.000225923,0.205064,0.219821,0.223327
-592.624,1.14362,4.15492e-05,0.000237182,0.205055,0.219821,0.223329
-588.335,1.14653,4.07902e-05,0.000228688,0.205071,0.219818,0.223324
-588.187,1.14572,4.07827e-05,0.000226624,0.205072,0.219825,0.223292
-589.211,1.14447,4.24795e-05,0.000232447,0.20506,0.219829,0.22327
-593.301,1.13839,4.53258e-05,0.000245971,0.205045,0.21986,0.223272
-589.574,1.1405,4.35236e-05,0.000238958,0.205053,0.219867,0.223278
-590.916,1.13927,4.37512e-05,0.000239929,0.205065,0.219857,0.223287
-595.786,1.13733,4.64785e-05,0.000256114,0.205057,0.219857,0.223293
-589.808,1.14139,4.25692e-05,0.000236491,0.205034,0.219857,0.223302
-588.45,1.14385,4.2052e-05,0.00022939,0.205046,0.219853,0.223277
-588.701,1.14707,4.09851e-05,0.000225121,0.205055,0.219846,0.223293
-589.211,1.14358,4.30432e-05,0.000237531,0.205046,0.21985,0.22332
-589.926,1.1462,4.20194e-05,0.000236522,0.205051,0.219812,0.223301
-588.177,1.14499,4.20836e-05,0.000233665,0.205032,0.219808,0.223307
-588.619,1.14631,4.11002e-05,0.000231424,0.20501,0.219822,0.223282
-589.607,1.14322,4.28525e-05,0.000241731,0.205001,0.219826,0.223277
-589.469,1.14212,4.3291e-05,0.000235987,0.204992,0.219822,0.223293
-589.798,1.1405,4.32395e-05,0.000236854,0.204977,0.219822,0.223299
-588.056,1.14416,4.19143e-05,0.000229713,0.204985,0.219833,0.223288
-589.128,1.14405,4.25153e-05,0.000239397,0.204991,0.21983,0.223276
-588.344,1.14341,4.25115e-05,0.000237392,0.205006,0.21983,0.223285
-589.525,1.14207,4.3544e-05,0.00023872,0.205004,0.219837,0.223284
-589.324,1.1445,4.15736e-05,0.000234741,0.20501,0.219833,0.223276
-589.607,1.14819,3.94877e-05,0.000220374,0.205004,0.219809,0.223289
-587.932,1.14586,4.14685e-05,0.000229352,0.20501,0.219813,0.223288
-589.626,1.14409,4.21288e-05,0.000238569,0.205022,0.219813,0.223304
-590.849,1.14019,4.4439e-05,0.000247715,0.205023,0.219816,0.223303
-588.558,1.14223,4.30866e-05,0.000238601,0.205015,0.219851,0.223295
-588.206,1.14394,4.21367e-05,0.000235559,0.205027,0.219865,0.223297
-588.034,1.1445,4.16833e-05,0.000228424,0.205015,0.219854,0.22331
-588.879,1.14448,4.11327e-05,0.000224509,0.205013,0.219851,0.223364
-587.964,1.1443,4.1517e-05,0.000229316,0.205015,0.219834,0.223331
-588.079,1.14338,4.25533e-05,0.00023537,0.205006,0.219837,0.223327
-588.392,1.1447,4.12323e-05,0.000225573,0.205025,0.21983,0.223308
-588.505,1.14206,4.28207e-05,0.000236567,0.205034,0.219841,0.223314
-588.755,1.14479,4.08766e-05,0.000225474,0.205025,0.219844,0.223306
-588.938,1.14496,4.0817e-05,0.000223406,0.205027,0.219844,0.223308
-587.921,1.14421,4.16591e-05,0.000231086,0.205053,0.219834,0.223318
-589.288,1.14252,4.21216e-05,0.000229234,0.205072,0.219824,0.223323
-594.084,1.14927,3.81369e-05,0.000210358,0.205084,0.219851,0.223336
-589.589,1.14299,4.15751e-05,0.000227172,0.205089,0.219869,0.223331
-588.517,1.14633,4.05864e-05,0.000222158,0.20508,0.219862,0.223351
-590.7,1.13959,4.45002e-05,0.000245833,0.205082,0.219862,0.223363
-589.175,1.14414,4.20746e-05,0.00023755,0.205083,0.219869,0.223369
-588.295,1.14333,4.22046e-05,0.000230909,0.205095,0.219889,0.223371
-587.939,1.14652,4.09409e-05,0.000228042,0.20509,0.219893,0.223381
-587.971,1.14479,4.17653e-05,0.000229335,0.205085,0.219872,0.223414
-588.1,1.14704,4.08287e-05,0.000226088,0.205076,0.219872,0.223406
-588.837,1.14771,4.01821e-05,0.000225577,0.205058,0.219852,0.223411
-588.651,1.14792,4.02243e-05,0.000221408,0.20507,0.219866,0.223407
-591.716,1.15118,3.86392e-05,0.000218214,0.205061,0.219866,0.223389
-589.904,1.14526,4.1299e-05,0.000222864,0.205042,0.219862,0.223387
-588.975,1.14534,4.21192e-05,0.000236511,0.205034,0.219849,0.223393
-589.885,1.14816,4.10281e-05,0.000227828,0.205042,0.219842,0.223409
-589.016,1.14249,4.2866e-05,0.000233545,0.205047,0.219862,0.223398
-589.185,1.14877,4.00316e-05,0.000220575,0.205032,0.21988,0.223369
-590.82,1.1467,4.07079e-05,0.000219207,0.205054,0.219866,0.223341
-587.885,1.146,4.08641e-05,0.000226217,0.205045,0.219852,0.223357
-590.035,1.144,4.09355e-05,0.000223426,0.205047,0.219839,0.223376
-588.371,1.14464,4.20862e-05,0.000230693,0.205059,0.219832,0.223385
-588.78,1.14608,4.12697e-05,0.000225168,0.205054,0.219839,0.223391
-588.449,1.1437,4.17014e-05,0.00023216,0.205049,0.219822,0.223386
-589.018,1.14557,4.20014e-05,0.000236105,0.20504,0.219832,0.223375
-589.336,1.14771,4.02764e-05,0.000227459,0.205032,0.219846,0.223367
-588.317,1.14376,4.16011e-05,0.000230185,0.205023,0.219825,0.223359
-590.624,1.14998,3.91903e-05,0.000214646,0.205039,0.219815,0.223368
-588.365,1.14733,4.04935e-05,0.00022656,0.205027,0.219791,0.223363
-588.279,1.14648,4.08007e-05,0.000228572,0.205032,0.219785,0.223383
-588.795,1.14776,3.99374e-05,0.00022286,0.205047,0.219795,0.223381
-589.435,1.14515,4.15772e-05,0.000225175,0.205032,0.219795,0.223387
-590.411,1.14455,4.30019e-05,0.000240304,0.20503,0.219768,0.223393
-587.824,1.14446,4.19686e-05,0.000233162,0.205004,0.219775,0.223371
-588.36,1.14413,4.17107e-05,0.000227726,0.205003,0.219768,0.223367
-587.994,1.1442,4.21351e-05,0.000231773,0.205011,0.219775,0.223393
-589.977,1.14872,3.94195e-05,0.000215647,0.205043,0.219789,0.223385
-589.557,1.14617,4.09853e-05,0.000232339,0.205103,0.219799,0.223367
-589.773,1.14897,3.95748e-05,0.000222844,0.205101,0.219768,0.223372
-590.511,1.14639,3.9742e-05,0.000219382,0.205096,0.219758,0.223361
-587.854,1.14534,4.1118e-05,0.000227255,0.205115,0.219741,0.223356
-590.634,1.14193,4.37144e-05,0.0002377,0.205116,0.219728,0.223362
-589.157,1.14875,4.00014e-05,0.00022037,0.205101,0.219704,0.223344
-587.987,1.14643,4.10857e-05,0.000229152,0.20512,0.219718,0.223356
-590.495,1.14654,4.06916e-05,0.000231723,0.205135,0.219708,0.223355
-589.861,1.1416,4.28296e-05,0.000232025,0.205147,0.219701,0.223364
-589.955,1.14612,4.21573e-05,0.00023591,0.205165,0.219732,0.22337
-589.205,1.1421,4.30592e-05,0.000241181,0.205147,0.219742,0.223375
-588.544,1.14375,4.22023e-05,0.000236716,0.205118,0.219742,0.223405
-587.734,1.14557,4.12118e-05,0.00022819,0.205147,0.219729,0.223393
-588.749,1.14515,4.07334e-05,0.000224071,0.205168,0.219725,0.223389
-588.61,1.14678,4.13737e-05,0.000229418,0.205163,0.219729,0.223405
-588.143,1.14309,4.25958e-05,0.000234702,0.205162,0.219725,0.223377
-588.721,1.14231,4.23061e-05,0.000233641,0.205183,0.219709,0.223389
-591.651,1.14356,4.16574e-05,0.000236985,0.205172,0.219712,0.223381
-588.69,1.14665,4.06659e-05,0.000228694,0.205183,0.219716,0.223376
-589.315,1.14286,4.16746e-05,0.000229179,0.205175,0.219719,0.223385
-590.949,1.14536,4.11252e-05,0.000234481,0.20519,0.219696,0.223374
-588.466,1.14555,4.09034e-05,0.000223592,0.205161,0.219685,0.223373
-588.197,1.14691,4.03906e-05,0.000223288,0.205149,0.219669,0.223362
-588.697,1.14537,4.10682e-05,0.00023065,0.205158,0.219655,0.223364
-587.776,1.14449,4.16217e-05,0.000229967,0.205159,0.219645,0.223356
-588.245,1.14305,4.22367e-05,0.000231746,0.205164,0.219662,0.223345
-588.639,1.14363,4.25723e-05,0.000238535,0.205169,0.219679,0.223374
-587.816,1.14458,4.19743e-05,0.000232315,0.205164,0.219679,0.223356
-590.267,1.14791,4.12268e-05,0.000232133,0.205159,0.219686,0.223372
-588.09,1.14632,4.08112e-05,0.000227878,0.205157,0.219703,0.223401
-589.43,1.14593,4.10759e-05,0.000232638,0.205173,0.219686,0.223386
-588.843,1.14399,4.25377e-05,0.000238798,0.205178,0.21967,0.223358
-589.186,1.14227,4.21818e-05,0.000234118,0.205199,0.219666,0.223344
-591.021,1.13908,4.3919e-05,0.000240939,0.205224,0.21963,0.223339
-588.432,1.14389,4.19702e-05,0.000228943,0.205216,0.21962,0.223362
-588.843,1.1457,4.06573e-05,0.000222007,0.205187,0.2196,0.223367
-587.802,1.14426,4.17918e-05,0.000230418,0.205182,0.219603,0.223386
-589.419,1.14908,4.02201e-05,0.000224318,0.205211,0.219633,0.223392
-588.525,1.14574,4.14439e-05,0.000233174,0.205229,0.219654,0.223391
-587.97,1.14446,4.20988e-05,0.000232114,0.205261,0.219661,0.223396
-588.23,1.14646,4.13523e-05,0.000230416,0.205246,0.219667,0.223372
-588.885,1.14172,4.28782e-05,0.000238054,0.205244,0.219674,0.223391
-588.399,1.1442,4.20824e-05,0.000229914,0.205235,0.219671,0.223396
-590.28,1.14842,4.10029e-05,0.000228152,0.20525,0.219674,0.223392
-588.457,1.1422,4.26647e-05,0.000235574,0.205259,0.219675,0.223377
-588.218,1.14349,4.23556e-05,0.000236318,0.20526,0.219675,0.223353
-589.251,1.14307,4.17824e-05,0.00022743,0.205242,0.219668,0.223385
-589.912,1.14723,4.01195e-05,0.000226782,0.205233,0.219688,0.223394
-589.851,1.14684,4.00563e-05,0.000217747,0.205208,0.219682,0.223403
-588.493,1.14217,4.26379e-05,0.000235229,0.205193,0.219705,0.223392
-589.347,1.14289,4.32088e-05,0.000236796,0.205205,0.219719,0.22337
-588.22,1.14667,4.07231e-05,0.000227838,0.20521,0.219712,0.223379
-589.291,1.14601,4.1815e-05,0.000229282,0.205221,0.219722,0.223385
-590.979,1.14275,4.29616e-05,0.000244225,0.205206,0.219722,0.223384
-587.816,1.14408,4.20393e-05,0.00023201,0.205221,0.219739,0.223376
-587.927,1.14455,4.19517e-05,0.000233804,0.205223,0.219742,0.223372
-589.145,1.14352,4.14522e-05,0.000230317,0.205238,0.219726,0.22337
-589.885,1.14597,4.15236e-05,0.000225223,0.205239,0.219686,0.223386
-588.667,1.1457,4.0531e-05,0.000224341,0.205244,0.219676,0.223375
-588.24,1.14333,4.19261e-05,0.000232065,0.205246,0.219669,0.22335
-587.774,1.14464,4.17539e-05,0.000230159,0.205214,0.219656,0.223373
-589.606,1.14334,4.32495e-05,0.000241469,0.205196,0.21967,0.223398
-592.065,1.14604,4.12079e-05,0.000236737,0.205211,0.219673,0.223384
-588.053,1.14559,4.1433e-05,0.000227515,0.205209,0.219663,0.223389
-590.774,1.14685,4.1151e-05,0.000222557,0.205191,0.219667,0.223388
-588.586,1.14542,4.06863e-05,0.000223887,0.205212,0.219687,0.223384
-589.108,1.14668,4.00304e-05,0.000220392,0.205227,0.21969,0.223389
-587.981,1.14522,4.11349e-05,0.00022625,0.205225,0.219677,0.223365
-589.579,1.14881,3.93152e-05,0.000218562,0.20523,0.21969,0.223374
-588.459,1.14578,4.12113e-05,0.000231678,0.205235,0.219687,0.223389
-592.094,1.14604,4.17464e-05,0.000224656,0.205217,0.219684,0.223398
-588.85,1.14177,4.26899e-05,0.000235941,0.205248,0.219674,0.22342
-588.182,1.14323,4.26322e-05,0.000234961,0.205266,0.219721,0.223432
-588.195,1.14471,4.16888e-05,0.000227984,0.205271,0.219704,0.223428
-588.811,1.14172,4.27579e-05,0.000235319,0.205283,0.219731,0.223417
-588.603,1.14623,4.07019e-05,0.000222307,0.205271,0.219747,0.223422
-587.844,1.14512,4.15026e-05,0.000231295,0.205266,0.219754,0.223408
-587.826,1.14519,4.17257e-05,0.000230824,0.205268,0.219715,0.223403
-589.54,1.14781,4.03204e-05,0.000219707,0.205282,0.219698,0.223429
-588.703,1.14359,4.28699e-05,0.0002383,0.205274,0.219698,0.223431
-588.867,1.14444,4.16093e-05,0.000234133,0.205266,0.219702,0.22344
-589.119,1.14359,4.13401e-05,0.000227447,0.205277,0.219692,0.223425
-589.308,1.14614,4.12018e-05,0.000233334,0.205279,0.219689,0.223454
-588.17,1.14521,4.19716e-05,0.000232279,0.20528,0.219672,0.223433
-588.261,1.14653,4.13218e-05,0.000230454,0.205262,0.219672,0.223432
-588.733,1.14176,4.28243e-05,0.00023556,0.205254,0.219666,0.223427
-589.159,1.14243,4.34217e-05,0.000239929,0.205255,0.219659,0.223439
-590.367,1.14648,4.2034e-05,0.000236335,0.205257,0.219659,0.223448
-588.147,1.14463,4.15635e-05,0.000227412,0.205229,0.219656,0.22347
-593.095,1.13811,4.5096e-05,0.000244166,0.20525,0.219653,0.223479
-595.436,1.13996,4.52895e-05,0.00025729,0.205258,0.219656,0.223471
-588.73,1.14695,4.09296e-05,0.000230449,0.205266,0.21967,0.223467
-589.162,1.14912,3.96016e-05,0.000220527,0.205278,0.219657,0.223456
-590.296,1.14664,4.14264e-05,0.00023568,0.205276,0.219647,0.223464
-588.634,1.14321,4.19578e-05,0.000233862,0.205261,0.219673,0.22347
-590.129,1.14526,4.1629e-05,0.000224707,0.205263,0.219677,0.223459
-590.4,1.14585,4.20608e-05,0.000238605,0.205258,0.219657,0.223468
-588.244,1.14557,4.08546e-05,0.000224311,0.205239,0.219667,0.22345
-589.538,1.14944,3.93518e-05,0.000219525,0.205248,0.219667,0.223439
-592.517,1.14997,3.82328e-05,0.000211831,0.205282,0.219667,0.223454
-588.328,1.14279,4.22301e-05,0.000232578,0.205284,0.219667,0.223447
-589.907,1.14838,3.92693e-05,0.000217518,0.205285,0.219664,0.223426
-588.926,1.14655,4.02769e-05,0.000225151,0.205264,0.219654,0.223444
-588.466,1.14722,4.0556e-05,0.000227411,0.205255,0.219655,0.22341
-589.694,1.14438,4.07751e-05,0.000224598,0.205247,0.219632,0.223412
-588.857,1.14714,3.99703e-05,0.000221573,0.205278,0.219622,0.223408
-587.869,1.14384,4.21801e-05,0.000232814,0.205267,0.219593,0.223384
-588.534,1.148,4.01583e-05,0.000224124,0.205249,0.219583,0.22338
-587.95,1.14558,4.10295e-05,0.000225786,0.20524,0.219586,0.223378
-589.217,1.14163,4.28313e-05,0.000238584,0.205248,0.21957,0.223394
-589.769,1.14889,4.04951e-05,0.000227122,0.205279,0.219567,0.223396
-589.807,1.14566,4.02968e-05,0.000224752,0.205265,0.219561,0.223408
-587.956,1.14465,4.14255e-05,0.000227751,0.205253,0.219554,0.223417
-590.259,1.14283,4.21565e-05,0.000227097,0.205235,0.219551,0.223406
-588.711,1.14709,4.12279e-05,0.000228456,0.205243,0.219554,0.223414
-588.846,1.1458,4.19986e-05,0.000233367,0.205258,0.219558,0.223407
-590.829,1.1435,4.35393e-05,0.000241083,0.205253,0.219555,0.223419
-588.245,1.14317,4.2087e-05,0.000231064,0.205261,0.219548,0.223408
-589.784,1.14863,4.06618e-05,0.000225228,0.205275,0.219532,0.22342
-590.04,1.14059,4.39735e-05,0.000244994,0.205293,0.219529,0.223412
-588.161,1.14518,4.10476e-05,0.000228326,0.205318,0.219539,0.223398
-589.566,1.14392,4.24021e-05,0.00022992,0.205322,0.219549,0.22339
-588.258,1.14761,4.04669e-05,0.000224347,0.205298,0.219569,0.223389
-587.766,1.14527,4.12495e-05,0.000228457,0.205286,0.219569,0.223391
-591.02,1.14976,4.00581e-05,0.00022002,0.205288,0.219575,0.22339
-589.18,1.14731,4.07731e-05,0.00023038,0.205299,0.219553,0.223379
-589.545,1.14747,4.09422e-05,0.000223943,0.205304,0.219553,0.223359
-589.043,1.14737,3.98514e-05,0.000221459,0.205312,0.219579,0.223361
-588.145,1.14389,4.214e-05,0.000235318,0.205317,0.219569,0.22335
-591.363,1.14543,4.2497e-05,0.000231744,0.205322,0.219579,0.223349
-589.328,1.14552,4.20803e-05,0.000230739,0.20532,0.219583,0.223354
-587.928,1.14357,4.20924e-05,0.000232137,0.205321,0.21958,0.22336
-589.496,1.14193,4.23797e-05,0.000230766,0.205316,0.219583,0.223362
-588.803,1.14285,4.30619e-05,0.000240104,0.205321,0.219573,0.223358
-588.294,1.14546,4.18296e-05,0.000230455,0.205313,0.21957,0.223373
-589.129,1.14328,4.20257e-05,0.00023596,0.205321,0.219535,0.223375
-591.254,1.13999,4.42417e-05,0.000248296,0.205319,0.219532,0.223364
-587.916,1.14409,4.20554e-05,0.000231325,0.205331,0.219535,0.22335
-589.256,1.14203,4.29749e-05,0.000240747,0.205329,0.219532,0.223346
-590.117,1.14138,4.39192e-05,0.000245432,0.205327,0.219513,0.223354
-590.019,1.14055,4.29899e-05,0.000236418,0.205303,0.219522,0.223356
-588.362,1.14483,4.10232e-05,0.000226863,0.205285,0.219506,0.223342
-587.706,1.14529,4.14664e-05,0.000229827,0.20527,0.219513,0.223338
-591.263,1.14635,4.00054e-05,0.000225952,0.205262,0.21952,0.223343
-588.123,1.14382,4.1676e-05,0.000230214,0.205241,0.21953,0.223342
-589.55,1.14186,4.26985e-05,0.000231715,0.205252,0.219517,0.223367
-590.646,1.14261,4.26416e-05,0.000229307,0.20526,0.219533,0.223385
-593.005,1.15186,3.85201e-05,0.000210528,0.205271,0.219559,0.223378
-589.488,1.14919,3.95259e-05,0.00022152,0.205266,0.219566,0.223367
-590.281,1.14989,3.99063e-05,0.000224401,0.205261,0.219559,0.223372
-589.454,1.14357,4.3159e-05,0.000239753,0.205234,0.219553,0.223391
-590.149,1.14372,4.32651e-05,0.000241777,0.205245,0.219547,0.223386
-592.871,1.14582,4.27197e-05,0.000242729,0.20524,0.219553,0.223395
-589.038,1.14119,4.33841e-05,0.000239481,0.205242,0.21955,0.223397
-588.902,1.14179,4.33005e-05,0.000237822,0.205233,0.219547,0.223361
-590.497,1.1422,4.20176e-05,0.000227247,0.205232,0.219525,0.223369
-588.787,1.14685,4.03582e-05,0.000220671,0.20523,0.219522,0.223352
-588.544,1.14613,4.04483e-05,0.000222559,0.205225,0.219519,0.223364
-589.444,1.14613,4.14633e-05,0.000234892,0.205211,0.219512,0.22335
-588.868,1.14209,4.28324e-05,0.0002389,0.205231,0.219519,0.223368
-588.741,1.14303,4.2929e-05,0.000235529,0.205236,0.219519,0.223364
-589.339,1.14456,4.20566e-05,0.000228256,0.205228,0.219519,0.223385
-587.863,1.14521,4.11678e-05,0.000228032,0.205249,0.219542,0.223381
-588.468,1.14611,4.13118e-05,0.000232225,0.205234,0.219532,0.223351
-588.922,1.14268,4.30423e-05,0.000240679,0.205229,0.219536,0.22334
-588.433,1.14411,4.15515e-05,0.00023186,0.205241,0.219536,0.223362
-590.083,1.14606,4.04408e-05,0.000218802,0.205245,0.219549,0.22336
-588.94,1.14749,4.01045e-05,0.000224966,0.205215,0.219543,0.22335
-589.393,1.14296,4.16164e-05,0.000230226,0.205223,0.219569,0.223336
-588.786,1.1467,4.04111e-05,0.000226655,0.205192,0.219565,0.223328
-587.89,1.14654,4.08238e-05,0.000226025,0.205203,0.219559,0.223308
-588.394,1.14568,4.18656e-05,0.000231986,0.205214,0.219556,0.223304
-588.544,1.14354,4.17573e-05,0.000232546,0.205213,0.219543,0.223325
-591.372,1.13982,4.31045e-05,0.000234652,0.205205,0.219576,0.223334
-589.26,1.14162,4.27642e-05,0.000238051,0.205216,0.219563,0.223313
-588.645,1.14275,4.28973e-05,0.000235069,0.205205,0.219557,0.223309
-589.786,1.1425,4.17683e-05,0.000228406,0.205229,0.21957,0.223298
-587.806,1.14486,4.16989e-05,0.000229684,0.205204,0.219557,0.223278
-588.072,1.14709,4.07602e-05,0.0002266,0.205177,0.219538,0.223283
-589.297,1.14765,4.00934e-05,0.000218784,0.205182,0.219525,0.223276
-588.801,1.14462,4.13517e-05,0.00022491,0.20519,0.219513,0.223278
-587.865,1.14475,4.14673e-05,0.000230467,0.205191,0.219532,0.223261
-589.642,1.1474,4.0057e-05,0.000217919,0.205167,0.219538,0.223247
-592.387,1.1428,4.31757e-05,0.000231489,0.205156,0.219542,0.223249
-589.638,1.14121,4.26653e-05,0.000235634,0.205145,0.219529,0.223232
-588.369,1.14557,4.0974e-05,0.000229278,0.205153,0.219526,0.223231
-587.952,1.14356,4.20812e-05,0.000231799,0.205158,0.219529,0.223221
-589.529,1.14422,4.12133e-05,0.000223579,0.205178,0.219533,0.223229
-588.865,1.14292,4.27577e-05,0.000239693,0.205186,0.219523,0.223251
-590.316,1.15002,3.97161e-05,0.000223675,0.205191,0.21953,0.223259
-588.446,1.14429,4.24736e-05,0.000236646,0.205167,0.219524,0.223258
-589.915,1.14235,4.33963e-05,0.00024406,0.205168,0.219505,0.223283
-589.459,1.14351,4.29487e-05,0.000241436,0.205151,0.219479,0.223278
-587.87,1.14476,4.19649e-05,0.000232319,0.205168,0.219476,0.223277
-591.112,1.14406,4.26401e-05,0.000243065,0.205183,0.21947,0.223279
-591.257,1.13958,4.45509e-05,0.000248666,0.205203,0.219438,0.223269
-589.626,1.14078,4.38397e-05,0.000243216,0.205224,0.219439,0.223277
-587.888,1.14642,4.08045e-05,0.000225773,0.205206,0.219442,0.223289
-590.209,1.1482,4.10722e-05,0.000230772,0.205189,0.219436,0.223291
-589.315,1.14789,3.96352e-05,0.000220754,0.205193,0.219426,0.223265
-588.965,1.14511,4.16518e-05,0.000235181,0.205189,0.219452,0.223264
-587.758,1.14567,4.12183e-05,0.000228963,0.205181,0.219433,0.223288
-588.929,1.14781,4.04704e-05,0.000227787,0.205192,0.219446,0.223274
-589.098,1.14806,4.07178e-05,0.000228409,0.205206,0.219453,0.223276
-588.905,1.14529,4.10497e-05,0.000230781,0.205223,0.219443,0.223275
-589.021,1.14477,4.25048e-05,0.000237334,0.205199,0.219447,0.223262
-589.296,1.14159,4.25267e-05,0.000234555,0.205195,0.219434,0.223273
-588.479,1.14706,4.04101e-05,0.000226203,0.205209,0.219441,0.22326
-587.877,1.14485,4.13213e-05,0.000228889,0.205217,0.219447,0.223259
-588.617,1.14606,4.08421e-05,0.000229448,0.205215,0.219441,0.22327
-590.702,1.14685,3.95994e-05,0.00022065,0.205204,0.219454,0.22325
-590.151,1.1461,4.02213e-05,0.000226065,0.205215,0.219451,0.223252
-588.288,1.14735,4.06197e-05,0.0002241,0.20522,0.219457,0.223207
-591.193,1.14533,4.21253e-05,0.000227646,0.205199,0.219442,0.2232
-590.605,1.14337,4.16463e-05,0.000235152,0.205194,0.219439,0.223192
-588.234,1.14694,4.08344e-05,0.000228471,0.205205,0.219439,0.223217
-590.045,1.14769,4.06198e-05,0.000220856,0.205207,0.21942,0.223206
-588.977,1.14356,4.29621e-05,0.000236974,0.205196,0.219398,0.223202
-588.237,1.14586,4.16897e-05,0.000232233,0.205197,0.219389,0.223207
-589.651,1.14701,4.06437e-05,0.000230461,0.20518,0.219386,0.22319
-588.893,1.14351,4.19044e-05,0.000234906,0.205187,0.219376,0.223208
-589.244,1.14125,4.29886e-05,0.000235206,0.205176,0.21937,0.223191
-589.557,1.14368,4.31308e-05,0.000238414,0.205187,0.21938,0.223187
-589.8,1.1488,3.93819e-05,0.000220742,0.205154,0.219377,0.223221
-589.123,1.14436,4.18287e-05,0.000236095,0.205149,0.219346,0.223239
-587.824,1.14596,4.13114e-05,0.000229405,0.205132,0.219355,0.223225
-588.499,1.14695,4.10627e-05,0.000230221,0.205168,0.219343,0.223221
-588.012,1.14464,4.14679e-05,0.000230965,0.205163,0.219365,0.22323
-589.081,1.1419,4.26403e-05,0.000237398,0.205149,0.219365,0.223219
-588.889,1.14879,3.996e-05,0.000222572,0.205138,0.219375,0.223202
-587.783,1.1458,4.13569e-05,0.000229116,0.20513,0.219363,0.223217
-588.364,1.14514,4.17995e-05,0.000228949,0.205132,0.219372,0.223213
-588.477,1.14641,4.11375e-05,0.000225378,0.205105,0.219373,0.223202
-589.527,1.14913,3.93036e-05,0.000218463,0.205116,0.219385,0.223211
-587.784,1.14483,4.14619e-05,0.000229989,0.205117,0.219386,0.223213
-590.758,1.14276,4.18195e-05,0.000225255,0.205113,0.219398,0.223215
-588.174,1.14287,4.23465e-05,0.000233412,0.205117,0.219417,0.223211
-587.771,1.14419,4.19481e-05,0.000231915,0.205103,0.219414,0.223207
-588.442,1.14347,4.26207e-05,0.000238044,0.205114,0.219402,0.223218
-589.143,1.14366,4.28259e-05,0.00024032,0.205134,0.219396,0.223205
-590.802,1.14111,4.35664e-05,0.00024574,0.205136,0.219374,0.223207
-589.694,1.14083,4.37973e-05,0.000239818,0.205147,0.219365,0.223215
-589.354,1.14762,4.04484e-05,0.000228688,0.205136,0.219378,0.223205
-588.082,1.14651,4.05583e-05,0.000224286,0.205134,0.2194,0.223201
-588.373,1.14316,4.2107e-05,0.000230493,0.20512,0.219394,0.223197
-589.768,1.14869,3.94287e-05,0.000216193,0.205097,0.219403,0.223193
-591.076,1.15115,3.91724e-05,0.000217371,0.205086,0.219382,0.223204
-588.526,1.14764,4.04286e-05,0.000226491,0.205065,0.219385,0.223212
-587.996,1.14461,4.19773e-05,0.000234185,0.205079,0.219379,0.223193
-587.741,1.14482,4.17781e-05,0.000231172,0.205096,0.219376,0.223182
-588.047,1.1465,4.06534e-05,0.000226185,0.205089,0.219342,0.223197
-588.235,1.14384,4.24396e-05,0.000233351,0.205093,0.219367,0.223221
-588.464,1.14402,4.22086e-05,0.000230586,0.205089,0.219367,0.223198
-588.445,1.14469,4.17878e-05,0.000228021,0.205059,0.219386,0.223197
-588.064,1.14712,4.06351e-05,0.000225073,0.20506,0.219374,0.223209
-590.394,1.14945,3.95202e-05,0.000215937,0.205037,0.219355,0.223223
-587.834,1.14607,4.11873e-05,0.00022911,0.205029,0.219352,0.223238
-590.188,1.14719,3.96304e-05,0.000221252,0.205049,0.219349,0.223221
-588.737,1.14302,4.20101e-05,0.000229321,0.205076,0.21935,0.223201
-589.666,1.14794,4.02915e-05,0.000228162,0.205071,0.219331,0.223197
-588.238,1.14274,4.24325e-05,0.000233482,0.205076,0.219331,0.223193
-589.377,1.14445,4.23796e-05,0.000230941,0.205077,0.219328,0.223202
-587.889,1.14576,4.09344e-05,0.000226774,0.205082,0.219338,0.223188
-587.867,1.14486,4.15525e-05,0.000231501,0.205074,0.219332,0.2232
-588.471,1.1445,4.23227e-05,0.000236682,0.205079,0.219326,0.223177
-588.738,1.14224,4.24366e-05,0.000232475,0.205074,0.21932,0.223185
-590.377,1.14288,4.36709e-05,0.000241652,0.205079,0.219329,0.223187
-587.781,1.14552,4.13079e-05,0.000229797,0.205071,0.21933,0.22318
-589.188,1.14816,4.06171e-05,0.000223879,0.205079,0.21932,0.223195
-589.414,1.14524,4.24273e-05,0.000234925,0.205062,0.219305,0.223206
-589.902,1.14296,4.34945e-05,0.000240157,0.205088,0.219305,0.223217
-587.858,1.14638,4.09217e-05,0.000226364,0.205114,0.219309,0.223216
-589.43,1.14702,4.04269e-05,0.000219711,0.20511,0.219327,0.223206
-588.99,1.14559,4.18115e-05,0.000228606,0.205124,0.219331,0.223199
-589.489,1.14159,4.36444e-05,0.000243271,0.20511,0.219328,0.223192
-588.28,1.14263,4.26518e-05,0.000236519,0.205096,0.219325,0.223191
-588.846,1.14273,4.30033e-05,0.000235494,0.205079,0.219325,0.223184
-588.409,1.14432,4.22402e-05,0.00023149,0.205077,0.219344,0.22317
-592.107,1.14923,3.85965e-05,0.000216018,0.205051,0.21936,0.223163
-590.836,1.15075,3.91657e-05,0.00022066,0.205046,0.219354,0.22319
