loglik,beta0,alpha_i0_1,alpha_i0_2,acceptance_beta0,acceptance_alpha_i0_1,acceptance_alpha_i0_2
-587.987,1.1435,4.2239e-05,0.000232427,0.206495,0.220317,0.223485
-587.891,1.14637,4.09804e-05,0.000226365,0.206506,0.220309,0.223554
-587.95,1.14477,4.1831e-05,0.000233431,0.206556,0.220324,0.223559
-588.722,1.14331,4.16868e-05,0.000228641,0.206583,0.2203,0.223596
-588.137,1.14438,4.18277e-05,0.000233901,0.206625,0.220268,0.223617
-589.325,1.14879,4.00361e-05,0.000225203,0.206588,0.220268,0.223567
-588.058,1.14687,4.08122e-05,0.000225391,0.206631,0.220268,0.223509
-590.334,1.14821,3.95592e-05,0.000215232,0.206657,0.22026,0.223545
-588.888,1.14379,4.15122e-05,0.000231644,0.206699,0.220283,0.223582
-590.219,1.14286,4.26936e-05,0.000241822,0.20671,0.220267,0.22354
-588.325,1.14331,4.20063e-05,0.00023009,0.206712,0.220275,0.223513
-589.57,1.14566,4.05784e-05,0.000228024,0.206707,0.220227,0.223534
-589.792,1.1464,3.99153e-05,0.000219795,0.20667,0.220227,0.223492
-589.785,1.14636,4.04408e-05,0.000228383,0.206689,0.22025,0.223473
-588.646,1.14427,4.20942e-05,0.000236679,0.206644,0.220227,0.223463
-588.919,1.14216,4.26653e-05,0.0002327,0.206615,0.220234,0.22346
-587.909,1.14523,4.12676e-05,0.000226832,0.206634,0.22025,0.223434
-587.984,1.14535,4.108e-05,0.000225984,0.206628,0.220265,0.223384
-588.339,1.14775,4.04474e-05,0.000225227,0.206647,0.220257,0.223381
-588.719,1.14799,4.04666e-05,0.000223194,0.206673,0.220273,0.223418
-588.069,1.14522,4.19222e-05,0.000232605,0.206668,0.220304,0.2234
-587.709,1.14506,4.14504e-05,0.000229388,0.206717,0.220312,0.223366
-588.838,1.14712,4.00099e-05,0.000220357,0.206751,0.220303,0.223394
-589.961,1.14405,4.09485e-05,0.00022775,0.20673,0.220272,0.223431
-588.427,1.14691,4.02437e-05,0.000223424,0.206803,0.220264,0.223436
-594.767,1.13961,4.44398e-05,0.000253734,0.206782,0.220225,0.223449
-588.591,1.14284,4.26684e-05,0.000233213,0.206792,0.220178,0.223485
-592.281,1.14447,4.33223e-05,0.000244559,0.206748,0.22017,0.22349
-588.259,1.14489,4.21718e-05,0.000233743,0.206774,0.220162,0.223495
-589.437,1.14898,3.96298e-05,0.00021788,0.206777,0.220146,0.223547
-588.981,1.14783,3.97402e-05,0.000220116,0.206748,0.220076,0.223482
-588.413,1.14325,4.27816e-05,0.000238057,0.206758,0.220014,0.223479
-589.519,1.14108,4.28331e-05,0.000234938,0.206769,0.220014,0.223484
-588.796,1.14197,4.2788e-05,0.000234084,0.206748,0.219983,0.223528
-587.802,1.14468,4.1908e-05,0.000232579,0.206712,0.219967,0.223564
-588.291,1.14603,4.0612e-05,0.000225694,0.206722,0.219983,0.22353
-588.42,1.14373,4.15483e-05,0.000228977,0.206724,0.220006,0.223543
-588.274,1.14355,4.26207e-05,0.000237099,0.206719,0.21996,0.223509
-588.589,1.14509,4.08069e-05,0.000225105,0.206699,0.219952,0.22346
-589.289,1.14916,4.00508e-05,0.000223461,0.20674,0.219944,0.223489
-587.899,1.1446,4.14113e-05,0.000228834,0.206688,0.21989,0.223478
-588.376,1.14604,4.06266e-05,0.000223,0.206683,0.219929,0.223422
-588.396,1.14707,4.09265e-05,0.000229219,0.206655,0.219906,0.223442
-588.525,1.14352,4.16701e-05,0.000231142,0.206727,0.219914,0.223409
-588.087,1.14437,4.14115e-05,0.00022803,0.206775,0.219921,0.223391
-588.358,1.14504,4.21277e-05,0.000234833,0.206801,0.219914,0.223373
-588.052,1.14488,4.20573e-05,0.000233537,0.206803,0.21996,0.223408
-587.86,1.14589,4.13883e-05,0.000230126,0.206813,0.219983,0.223367
-589.669,1.14594,4.05017e-05,0.000219718,0.206908,0.219998,0.223426
-589.404,1.14854,3.9491e-05,0.000220397,0.20691,0.219975,0.22337
-589.686,1.14531,4.10807e-05,0.000222036,0.206828,0.21996,0.223398
-589.775,1.14657,4.1351e-05,0.000234643,0.206816,0.219983,0.223403
-588.028,1.14591,4.11478e-05,0.000225973,0.206826,0.219998,0.223492
-589.131,1.14592,4.11189e-05,0.000232447,0.206805,0.220044,0.223505
-588.796,1.14542,4.10957e-05,0.000231178,0.2068,0.220006,0.223533
-588.254,1.14431,4.2399e-05,0.000234654,0.206757,0.220036,0.223515
-589.127,1.14361,4.27321e-05,0.000233353,0.206736,0.220059,0.223558
-587.799,1.14591,4.11168e-05,0.000227022,0.206723,0.220105,0.223525
-588.776,1.14438,4.12462e-05,0.000230222,0.206703,0.220082,0.223507
-588.971,1.14619,4.15923e-05,0.00022806,0.20669,0.220097,0.223557
-587.974,1.14683,4.08381e-05,0.000226456,0.206693,0.22009,0.223517
-588.454,1.14475,4.16507e-05,0.000227116,0.206695,0.220067,0.223499
-588.096,1.14509,4.19772e-05,0.000232151,0.206652,0.220021,0.223473
-592.252,1.14049,4.27738e-05,0.000229916,0.206678,0.220051,0.223531
-589.829,1.14899,3.99782e-05,0.000225871,0.206673,0.220059,0.223582
-588.267,1.14556,4.16078e-05,0.000228313,0.206637,0.220119,0.223617
-587.865,1.14445,4.1707e-05,0.00022932,0.20664,0.220157,0.223591
-589.248,1.14623,4.09557e-05,0.000231678,0.206574,0.220172,0.223649
-588.725,1.14589,4.08605e-05,0.00022267,0.206562,0.220165,0.223669
-589.472,1.14617,4.17366e-05,0.000228493,0.206595,0.220142,0.223651
-588.14,1.14474,4.18595e-05,0.000234279,0.206612,0.220134,0.223679
-587.835,1.14584,4.09828e-05,0.000226434,0.20663,0.220104,0.223698
-588.197,1.14674,4.11769e-05,0.000228493,0.206655,0.220089,0.223696
-588.065,1.14446,4.22346e-05,0.000233966,0.20665,0.220096,0.223693
-591.478,1.14292,4.39214e-05,0.00024464,0.206705,0.220089,0.223735
-588.899,1.1433,4.18225e-05,0.000233513,0.2067,0.220104,0.22371
-588.957,1.14715,3.99996e-05,0.000219711,0.206613,0.220156,0.223767
-587.887,1.14507,4.16105e-05,0.000228809,0.206645,0.220133,0.223764
-588.363,1.14314,4.2056e-05,0.000230496,0.206633,0.220133,0.223761
-589.447,1.14213,4.20774e-05,0.000232166,0.206658,0.220096,0.223789
-591.258,1.14432,4.04489e-05,0.000222263,0.206675,0.220118,0.223831
-587.717,1.14492,4.15428e-05,0.000229487,0.206708,0.220111,0.22379
-588.273,1.14462,4.12801e-05,0.000226234,0.206688,0.22014,0.223847
-588.691,1.14835,3.99315e-05,0.000221084,0.206697,0.220133,0.223912
-589.067,1.14611,4.02309e-05,0.000222555,0.206685,0.220118,0.223879
-588.463,1.14312,4.21826e-05,0.000235251,0.206725,0.220103,0.223839
-587.881,1.14635,4.1103e-05,0.000227618,0.206742,0.22011,0.223821
-588.757,1.14354,4.16551e-05,0.000227477,0.2067,0.220065,0.223796
-590.624,1.1444,4.27726e-05,0.000242384,0.20671,0.22008,0.223853
-589.353,1.14739,4.12574e-05,0.000231575,0.206653,0.220006,0.223894
-588.188,1.14382,4.16265e-05,0.000229659,0.206648,0.219998,0.223891
-588.665,1.14609,4.03826e-05,0.00022345,0.20668,0.220021,0.223859
-589.613,1.14915,4.0271e-05,0.000224219,0.206653,0.220006,0.223841
-588.765,1.14628,4.17141e-05,0.00023132,0.206655,0.219976,0.223809
-588.676,1.14448,4.19932e-05,0.000236296,0.206687,0.219961,0.223806
-588.483,1.1465,4.13443e-05,0.000231745,0.206697,0.220013,0.223847
-589.551,1.14885,3.93555e-05,0.000219418,0.206714,0.219984,0.223837
-588.385,1.14274,4.24307e-05,0.000232518,0.20668,0.219961,0.223856
-589.198,1.14854,3.97287e-05,0.000218378,0.206712,0.219932,0.223831
-588.584,1.1472,4.10909e-05,0.000227602,0.206744,0.219917,0.223851
-588.937,1.14384,4.18426e-05,0.000235148,0.206827,0.219888,0.223833
-589.104,1.14731,4.02336e-05,0.000226426,0.206822,0.219873,0.223808
-587.864,1.14418,4.20876e-05,0.000233811,0.206817,0.219866,0.223783
-588.197,1.14636,4.12258e-05,0.000230742,0.206864,0.219829,0.223751
-590.298,1.14221,4.38104e-05,0.000244881,0.206844,0.219859,0.223837
-588.952,1.14546,4.20856e-05,0.000231654,0.206854,0.219873,0.223863
-588.39,1.14706,4.05512e-05,0.000222664,0.206863,0.219874,0.22389
-588.961,1.14808,4.06819e-05,0.000227719,0.206895,0.219815,0.223946
-588.959,1.14565,4.04407e-05,0.000223042,0.206941,0.219874,0.223928
-587.824,1.14442,4.16219e-05,0.000230677,0.2069,0.219918,0.22391
-592.187,1.14043,4.30699e-05,0.000242813,0.206895,0.219903,0.2239
-589.755,1.1447,4.22771e-05,0.000239451,0.206955,0.219925,0.223949
-588.404,1.1428,4.2433e-05,0.000236203,0.206928,0.219962,0.223902
-590.701,1.13954,4.35932e-05,0.000239109,0.206901,0.219984,0.223906
-588.716,1.1418,4.32146e-05,0.000238733,0.206874,0.219976,0.223925
-588.69,1.14287,4.20227e-05,0.000233321,0.206906,0.220064,0.223944
-588.023,1.14682,4.06982e-05,0.000224737,0.206959,0.220028,0.22392
-588.66,1.14699,4.08737e-05,0.000224002,0.206918,0.219947,0.22391
-588.008,1.14588,4.07985e-05,0.000226124,0.206964,0.219977,0.223885
-588.039,1.14604,4.08256e-05,0.000224607,0.206958,0.219984,0.223867
-589.057,1.149,3.96691e-05,0.000220489,0.20691,0.219998,0.223814
-587.872,1.14606,4.08643e-05,0.000226171,0.206876,0.220035,0.223789
-590.378,1.14969,3.95171e-05,0.000223438,0.206914,0.220035,0.223837
-589.09,1.14704,4.14177e-05,0.000231497,0.20688,0.220042,0.223798
-588.809,1.14325,4.29985e-05,0.000237046,0.20689,0.220093,0.223788
-588.117,1.14299,4.2308e-05,0.000233632,0.206907,0.220013,0.223865
-591.025,1.1398,4.4073e-05,0.000238998,0.206916,0.219998,0.223848
-588.404,1.14424,4.18423e-05,0.000234594,0.206882,0.219998,0.223831
-589.584,1.14268,4.34713e-05,0.00024237,0.206848,0.220006,0.223842
-589.264,1.14483,4.25191e-05,0.000234432,0.20685,0.220013,0.22384
-588.418,1.14221,4.27928e-05,0.000236011,0.206838,0.22002,0.223851
-592.239,1.15133,3.91472e-05,0.000222459,0.206833,0.220049,0.22387
-588.83,1.14772,4.07974e-05,0.000228756,0.206821,0.220078,0.22391
-588.312,1.14633,4.14835e-05,0.00023103,0.206809,0.220049,0.223857
-588.364,1.14302,4.28172e-05,0.000237885,0.206819,0.220042,0.22384
-588.252,1.14553,4.09695e-05,0.000228773,0.206814,0.220013,0.223852
-591.232,1.14759,4.16927e-05,0.000231601,0.206816,0.219991,0.223849
-588.265,1.14376,4.19441e-05,0.000234162,0.206804,0.220027,0.223796
-588.745,1.14757,4.05957e-05,0.000222899,0.206792,0.220027,0.22375
-588.462,1.14629,4.12212e-05,0.000231666,0.206801,0.220056,0.223826
-588.495,1.14769,4.03462e-05,0.000225759,0.206782,0.220049,0.223816
-589.091,1.14176,4.31524e-05,0.000235645,0.206784,0.22007,0.223778
-587.784,1.14539,4.12009e-05,0.000227476,0.20678,0.220034,0.223782
-592.484,1.1442,4.02926e-05,0.000222641,0.206789,0.220006,0.22378
-588.833,1.1459,4.04188e-05,0.000222112,0.206763,0.22002,0.223777
-588.458,1.14677,4.02559e-05,0.000222375,0.206751,0.220056,0.223789
-589.166,1.14637,4.05608e-05,0.00022059,0.20676,0.220063,0.223764
-589.512,1.14949,3.93928e-05,0.000218044,0.206791,0.220063,0.223698
-588.215,1.14661,4.05172e-05,0.000225679,0.206786,0.220084,0.223702
-589.569,1.14458,4.20356e-05,0.000238152,0.206753,0.220084,0.223735
-589.173,1.14707,4.08578e-05,0.000222937,0.20677,0.220134,0.22369
-589.765,1.14995,3.95757e-05,0.000220296,0.20675,0.220155,0.22368
-588.857,1.14809,4.04585e-05,0.00022301,0.206746,0.220162,0.223741
-588.456,1.14341,4.21659e-05,0.000230145,0.206741,0.220183,0.223717
-588.395,1.14278,4.28931e-05,0.000238016,0.20675,0.220232,0.223736
-588.357,1.14665,4.04059e-05,0.000224971,0.20671,0.220296,0.223726
-588.206,1.14638,4.12517e-05,0.000230803,0.206627,0.220331,0.223717
-588.218,1.14445,4.12979e-05,0.000228858,0.206623,0.220359,0.223686
-588.5,1.14628,4.03815e-05,0.000223439,0.206583,0.220366,0.223704
-588.054,1.14591,4.09312e-05,0.000228377,0.206557,0.220437,0.22368
-587.731,1.14555,4.13971e-05,0.000229631,0.20658,0.220422,0.223678
-588.159,1.14539,4.10044e-05,0.000225006,0.20659,0.220422,0.223675
-588.661,1.14665,4.01972e-05,0.000222754,0.206649,0.220422,0.223694
-588.2,1.14618,4.12173e-05,0.000230953,0.206658,0.220478,0.22367
-589.4,1.14906,4.01956e-05,0.000224878,0.206646,0.220449,0.223689
-590.316,1.14471,4.07681e-05,0.000220734,0.206642,0.220533,0.223672
-588.92,1.14543,4.0548e-05,0.000223395,0.206644,0.220477,0.223697
-588.103,1.14659,4.10454e-05,0.000226323,0.206675,0.220497,0.223674
-588.332,1.147,4.09138e-05,0.00022908,0.206663,0.220483,0.223657
-589.457,1.14429,4.12252e-05,0.000223622,0.206672,0.220434,0.223676
-588.826,1.14687,4.12869e-05,0.000227392,0.206661,0.220405,0.223722
-589.15,1.14768,4.04652e-05,0.000221205,0.206607,0.220405,0.22372
-588.143,1.14647,4.05777e-05,0.000225757,0.206581,0.220398,0.223731
-590.214,1.14784,4.12972e-05,0.000228963,0.206556,0.220404,0.22377
-588.989,1.14335,4.15693e-05,0.000230556,0.206551,0.220355,0.223712
-589.282,1.14765,4.11477e-05,0.000229143,0.206581,0.22039,0.223744
-588.345,1.14374,4.18211e-05,0.000228633,0.206556,0.220376,0.223734
-590.025,1.14356,4.31261e-05,0.000242722,0.206565,0.220368,0.223781
-588.379,1.14536,4.18408e-05,0.000234467,0.206547,0.220319,0.223799
-587.707,1.14477,4.16483e-05,0.000230552,0.206514,0.220298,0.223762
-588.652,1.14345,4.19735e-05,0.000228691,0.206489,0.22027,0.223752
-588.798,1.14711,4.09458e-05,0.000224579,0.206547,0.220256,0.22377
-589.387,1.14943,3.95048e-05,0.000218906,0.206535,0.220318,0.223802
-589.608,1.14802,3.94612e-05,0.000218929,0.206482,0.220332,0.2238
-587.846,1.14463,4.17272e-05,0.000232348,0.206464,0.220311,0.223825
-589.571,1.14741,3.96571e-05,0.000220268,0.206473,0.22029,0.223808
-595.589,1.15431,3.81205e-05,0.000212582,0.206413,0.220283,0.223847
-587.799,1.14433,4.18835e-05,0.000232614,0.20645,0.220296,0.223852
-588.202,1.14629,4.0661e-05,0.000226746,0.206439,0.220331,0.223897
-588.186,1.14665,4.06112e-05,0.000226682,0.206421,0.220282,0.223895
-590.196,1.14947,4.00232e-05,0.000220275,0.206472,0.220289,0.22385
-588.178,1.14684,4.08472e-05,0.000228419,0.206474,0.220323,0.223848
-589.473,1.14407,4.25845e-05,0.000240289,0.20647,0.220309,0.223873
-592.258,1.14207,4.43512e-05,0.000244152,0.206513,0.220233,0.223836
-588.928,1.14694,4.04354e-05,0.000227517,0.20653,0.220274,0.223826
-589.174,1.14852,3.98145e-05,0.000223395,0.206504,0.220247,0.223913
-589.145,1.14412,4.22243e-05,0.000229399,0.206486,0.220267,0.223903
-589.544,1.14456,4.10531e-05,0.000230379,0.206502,0.22026,0.22388
-590.323,1.14502,4.22322e-05,0.000239981,0.206525,0.22026,0.223884
-590.059,1.14453,4.09984e-05,0.000221755,0.206507,0.220239,0.223923
-589.528,1.1473,4.01591e-05,0.000226569,0.20653,0.220239,0.223906
-588.36,1.14772,4.01864e-05,0.000223188,0.206546,0.220232,0.223924
-590.764,1.14956,4.03287e-05,0.000223075,0.206556,0.220287,0.223942
-588.454,1.1433,4.23914e-05,0.000231598,0.206572,0.220314,0.223953
-588.009,1.14464,4.17157e-05,0.000232995,0.206588,0.22032,0.223985
-588.211,1.1448,4.21213e-05,0.000232255,0.206638,0.220313,0.223941
-588.095,1.1465,4.09907e-05,0.000225593,0.206654,0.220286,0.223925
-589.496,1.14891,3.94748e-05,0.000217176,0.206608,0.220251,0.223936
-589.041,1.14325,4.17353e-05,0.000232701,0.206583,0.220272,0.223967
-589.66,1.14788,3.95138e-05,0.000219967,0.206538,0.220292,0.223998
-590.39,1.14833,3.92541e-05,0.000219604,0.206513,0.220333,0.223989
-589.406,1.14244,4.2561e-05,0.000239047,0.206461,0.220333,0.22402
-589.709,1.14568,4.215e-05,0.000237551,0.206456,0.220319,0.223997
-588.198,1.14623,4.12518e-05,0.000226808,0.206432,0.220332,0.224069
-589.139,1.14437,4.11001e-05,0.000224101,0.206461,0.220332,0.224073
-589.374,1.14869,4.04715e-05,0.000226528,0.206457,0.220338,0.224098
-588.014,1.14425,4.22627e-05,0.000233666,0.206418,0.220345,0.224088
-588.318,1.1433,4.20314e-05,0.000230199,0.206502,0.220379,0.224106
-588.806,1.14581,4.05047e-05,0.000225479,0.206491,0.220372,0.224049
-588.38,1.14299,4.20336e-05,0.000231464,0.206507,0.220371,0.224073
-588.824,1.14354,4.14778e-05,0.000228151,0.206482,0.220378,0.224104
-588.911,1.1482,3.97164e-05,0.000220041,0.206512,0.220405,0.224081
-589.92,1.1465,4.00196e-05,0.000224113,0.206534,0.220411,0.224092
-590.165,1.1434,4.13728e-05,0.000224302,0.206577,0.220384,0.224116
-588.941,1.14424,4.27295e-05,0.00023733,0.206613,0.220343,0.224154
-588.594,1.1436,4.26557e-05,0.000238562,0.206629,0.22035,0.224165
-587.938,1.14594,4.12198e-05,0.000230108,0.206659,0.220356,0.224169
-588.558,1.14736,4.06584e-05,0.000223415,0.206661,0.220356,0.224166
-588.031,1.14562,4.14673e-05,0.000231873,0.206703,0.220302,0.224176
-588.022,1.14347,4.2478e-05,0.000235005,0.206739,0.220302,0.22418
-589.916,1.14586,4.22632e-05,0.000236708,0.206735,0.220335,0.224184
-590.643,1.14166,4.36551e-05,0.000246233,0.206757,0.220294,0.224228
-589.028,1.14332,4.31034e-05,0.0002391,0.206726,0.220274,0.224212
-588.947,1.14434,4.26838e-05,0.000237583,0.206762,0.22024,0.22427
-588.437,1.14314,4.22626e-05,0.000230921,0.206757,0.22026,0.224314
-588.562,1.1425,4.30892e-05,0.000238383,0.206746,0.220247,0.224318
-589.288,1.14785,3.97814e-05,0.000222786,0.206728,0.22026,0.224268
-589.355,1.14679,4.13603e-05,0.000233576,0.20671,0.220226,0.224285
-591.111,1.14021,4.36652e-05,0.000235766,0.206705,0.220199,0.224289
-587.729,1.14549,4.14427e-05,0.000229668,0.206728,0.220186,0.2243
-588.955,1.14727,4.12361e-05,0.000228788,0.206743,0.220186,0.224323
-589.1,1.14753,4.09951e-05,0.000225857,0.206745,0.220199,0.22426
-589.487,1.14725,4.02227e-05,0.000227028,0.206741,0.220212,0.224231
-587.723,1.14556,4.12525e-05,0.00022851,0.206736,0.220172,0.224228
-587.899,1.14497,4.13199e-05,0.000229687,0.206752,0.220199,0.224272
-589.511,1.14053,4.36583e-05,0.000240664,0.206727,0.220218,0.224262
-589.435,1.14492,4.12888e-05,0.000233221,0.206723,0.220178,0.224246
-588.658,1.14602,4.13549e-05,0.000225997,0.206699,0.220152,0.224237
-587.958,1.14652,4.10741e-05,0.000227346,0.206681,0.220132,0.224221
-589.648,1.14695,4.15185e-05,0.000228537,0.206696,0.220138,0.224204
-588.308,1.14549,4.156e-05,0.000233258,0.206672,0.220184,0.224175
-589.485,1.14307,4.29779e-05,0.000241902,0.206707,0.220204,0.224186
-588.045,1.14311,4.2465e-05,0.000234699,0.206736,0.220171,0.224223
-587.782,1.1446,4.15454e-05,0.00022963,0.206745,0.220158,0.2242
-588.526,1.14673,4.07187e-05,0.000222826,0.206734,0.220151,0.224197
-590.803,1.15019,3.91965e-05,0.000221587,0.206709,0.220118,0.224194
-589.083,1.14517,4.18879e-05,0.000236549,0.206705,0.220104,0.224278
-588.679,1.14693,4.11028e-05,0.000230962,0.206674,0.220144,0.224255
-589.403,1.14809,3.9513e-05,0.000219104,0.20669,0.220183,0.224246
-588.771,1.14833,3.98235e-05,0.000221466,0.206725,0.22017,0.224256
-590.364,1.1419,4.20161e-05,0.000228743,0.206707,0.22015,0.22426
-589.007,1.14531,4.09552e-05,0.000222663,0.206722,0.220144,0.224264
-587.943,1.1441,4.22444e-05,0.0002334,0.206705,0.22015,0.224221
-589.204,1.14661,4.05621e-05,0.000228838,0.206707,0.22015,0.224172
-588.02,1.14634,4.12471e-05,0.000228078,0.206755,0.22015,0.224163
-591.097,1.14741,4.06906e-05,0.000232725,0.206803,0.220176,0.224141
-588.519,1.14569,4.09407e-05,0.000223485,0.206845,0.220183,0.224112
-588.871,1.14712,4.09464e-05,0.000230677,0.206847,0.220163,0.224069
-588.147,1.14386,4.2474e-05,0.000234512,0.206875,0.220209,0.224119
-588.312,1.14347,4.25819e-05,0.000233939,0.206897,0.220176,0.224136
-588.682,1.14455,4.11921e-05,0.000224927,0.206886,0.220208,0.22414
-588.445,1.14634,4.06385e-05,0.000227475,0.206855,0.220228,0.224196
-589.162,1.1459,4.19185e-05,0.00023056,0.20687,0.220247,0.224194
-588.042,1.14613,4.08569e-05,0.000227892,0.206879,0.220247,0.224152
-587.825,1.14431,4.17525e-05,0.000229961,0.206861,0.220247,0.224175
-588.692,1.14712,4.00494e-05,0.00022117,0.20687,0.22026,0.224153
-590.17,1.14636,4.16369e-05,0.000236494,0.206865,0.220273,0.224163
-589.031,1.14265,4.3311e-05,0.000239654,0.206868,0.220299,0.224167
-588.867,1.14258,4.21523e-05,0.000230432,0.20685,0.220266,0.224145
-587.994,1.14478,4.14935e-05,0.00022757,0.206819,0.220259,0.224142
-588.985,1.14148,4.28965e-05,0.000237397,0.206841,0.22022,0.22412
-589.899,1.14418,4.27556e-05,0.000233408,0.206824,0.220246,0.224136
-589.532,1.14799,4.10287e-05,0.000228196,0.206819,0.220187,0.224127
-589.468,1.14514,4.20647e-05,0.000237923,0.206834,0.220206,0.224086
-588.361,1.14629,4.12855e-05,0.000231621,0.206862,0.220213,0.224096
-587.916,1.14583,4.13514e-05,0.000227914,0.206864,0.220226,0.224119
-588.586,1.1463,4.1168e-05,0.00023172,0.206827,0.220219,0.22413
-588.296,1.1428,4.22504e-05,0.000233307,0.206784,0.220245,0.22414
-591.902,1.13927,4.33813e-05,0.000235846,0.206857,0.220232,0.224118
-590.315,1.1474,4.15082e-05,0.000233846,0.206911,0.220232,0.224063
-589.481,1.14151,4.37707e-05,0.000241754,0.206926,0.220238,0.224035
-589.597,1.14789,3.9603e-05,0.000217136,0.206928,0.220244,0.224013
-587.997,1.14679,4.06737e-05,0.000224825,0.20693,0.220199,0.224042
-590.293,1.14851,3.91232e-05,0.000216757,0.206958,0.220218,0.224021
-588.118,1.14344,4.1943e-05,0.000232104,0.206947,0.220224,0.224024
-588.05,1.14311,4.24082e-05,0.000233851,0.206936,0.220198,0.224015
-588.225,1.14645,4.07105e-05,0.000223451,0.206932,0.220198,0.224064
-590.414,1.14098,4.27072e-05,0.000237826,0.206934,0.220224,0.224042
-590.228,1.14634,4.10986e-05,0.000222055,0.20691,0.22025,0.224065
-590.296,1.13985,4.42611e-05,0.000244241,0.206899,0.220256,0.224069
-588.251,1.14468,4.18755e-05,0.000234694,0.206901,0.220236,0.224054
-590.409,1.14229,4.2774e-05,0.000230437,0.206884,0.22023,0.224013
-588.525,1.14559,4.18516e-05,0.000230343,0.206879,0.220268,0.22401
-587.776,1.14442,4.19348e-05,0.000232584,0.206894,0.220217,0.224059
-589.805,1.14319,4.18711e-05,0.000235593,0.206896,0.22021,0.224011
-592.481,1.14397,4.36351e-05,0.000240668,0.206917,0.220178,0.224009
-588.044,1.14612,4.14204e-05,0.000230603,0.206938,0.220191,0.224006
-588.072,1.14555,4.15868e-05,0.000228761,0.206921,0.220203,0.223997
-589.067,1.14438,4.09826e-05,0.000224959,0.20691,0.220203,0.224014
-589.413,1.14364,4.12323e-05,0.000227888,0.206964,0.220146,0.224005
-588.41,1.14312,4.19547e-05,0.000232228,0.206965,0.220133,0.224009
-588.438,1.14509,4.11254e-05,0.000224665,0.206948,0.220107,0.223981
-588.958,1.14811,4.06767e-05,0.000227442,0.206931,0.220139,0.223978
